timestamp,micro_response_time,micro_vus,mono_response_time,mono_vus,hybrid_response_time,hybrid_vus,dist_micro_response_time,dist_micro_vus,dist_mono_response_time,dist_mono_vus,dist_hybrid_response_time,dist_hybrid_vus
2024-12-14 14:31:28,73.028109,39.0,17.265863,39.0,106.879235,39.0,142.898339,39.0,574.303354,39.0,156.687839,39.0
2024-12-14 14:31:29,44.610223,40.0,19.361194,40.0,113.675749,40.0,294.159854,40.0,41.526658,40.0,127.511348,40.0
2024-12-14 14:31:30,23.140304,40.0,13.106576,40.0,173.984225,40.0,90.922098,40.0,75.178912,40.0,209.492432,40.0
2024-12-14 14:31:31,19.464619,40.0,39.426557,40.0,37.405745,40.0,120.891212,40.0,13.439323,40.0,32.101686,40.0
2024-12-14 14:31:32,59.954567,41.0,65.916666,41.0,38.329906,41.0,78.942379,41.0,376.621251,41.0,125.828484,41.0
2024-12-14 14:31:33,114.151112,41.0,89.010394,41.0,31.479027,41.0,88.186535,41.0,64.660787,41.0,33.6815,41.0
2024-12-14 14:31:34,11.096826,41.0,54.389248,41.0,35.073158,41.0,328.276009,41.0,119.319683,41.0,45.214667,41.0
2024-12-14 14:31:35,84.454919,42.0,17.034463,42.0,30.360867,42.0,43.725199,42.0,29.360813,42.0,138.238143,42.0
2024-12-14 14:31:36,20.692636,42.0,101.858222,42.0,36.55548,42.0,22.575643,42.0,17.21826,42.0,123.375917,42.0
2024-12-14 14:31:37,69.72872,42.0,57.117388,42.0,20.584474,42.0,12.22705,42.0,566.785258,42.0,143.52603,42.0
2024-12-14 14:31:38,14.854564,43.0,223.925553,43.0,75.022533,43.0,148.411873,43.0,83.23096,43.0,274.502889,43.0
2024-12-14 14:31:39,28.760329,43.0,44.643739,43.0,50.94606,43.0,103.362343,43.0,52.594885,43.0,208.185194,43.0
2024-12-14 14:31:40,81.312096,43.0,33.414818,43.0,28.451714,43.0,306.68239,43.0,39.005984,43.0,190.640562,43.0
2024-12-14 14:31:41,56.499762,44.0,31.387834,44.0,86.268894,44.0,142.620807,44.0,73.25028,44.0,173.570878,44.0
2024-12-14 14:31:42,60.826182,44.0,26.163166,44.0,183.242428,44.0,1231.485627,44.0,154.463303,44.0,80.42157,44.0
2024-12-14 14:31:43,136.087178,44.0,31.854113,44.0,48.97723,44.0,15.838847,44.0,355.412885,44.0,178.725384,44.0
2024-12-14 14:31:44,352.327581,45.0,65.096723,45.0,132.167334,45.0,21.772163,45.0,74.076862,45.0,94.933779,45.0
2024-12-14 14:31:45,14.836677,45.0,36.316848,45.0,23.878412,45.0,21.886167,45.0,108.313318,45.0,46.17942,45.0
2024-12-14 14:31:46,23.659632,45.0,17.023909,45.0,81.712919,45.0,16.710076,45.0,26.520946,45.0,77.555586,45.0
